scene	Nc	Hc	full_histogram
rPc6DW4iMge_region10	6	1.820935992423627	"[45588. 10626.     0.     0.  5001.  3333.     0.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.  1023.
 15015.]"
rPc6DW4iMge_region13	9	2.2711966445979206	"[86906. 13943. 25582.     0.     0.     0.     0. 18319.  6471.     0.
     0.     0.     0.     0.     0.     0.  4922.   903.     0.  2564.
 12206.]"
r47D5H71a5s_region17	8	2.2358234902144143	"[58820. 13177.     0.     0.     0.     0.  2336.  8402. 15975.     0.
     0.     0.     0.     0.     0.     0.     0.  2436.     0.  1696.
 20568.]"
rPc6DW4iMge_region11	7	2.7201178652758538	"[33311. 29508.     0. 20095.     0.     0.     0. 21934. 12623.     0.
     0.     0.     0. 12450.     0.     0.     0.     0.     0.     0.
 29524.]"
rPc6DW4iMge_region1	6	2.310365597829527	"[30966. 20649. 20304.     0.  9187.     0. 31302.  2190.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
     0.]"
r47D5H71a5s_region7	9	2.416438041135466	"[51165. 27928.  1775.     0.  6469.     0.     0.  5102.     0.     0.
  2579.     0.     0.     0.     0.     0.     0.  1839.     0. 10259.
 20780.]"
r47D5H71a5s_region3	6	2.1213041134887294	"[75332. 20029.     0. 24890.     0.     0.  7581.  8629.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 18354.]"
rPc6DW4iMge_region17	5	1.9356295881807553	"[39187. 11453.     0.     0.     0.     0.     0. 23551.     0.     0.
  3447.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  8789.]"
rPc6DW4iMge_region2	7	2.422497475422966	"[20109. 30558.     0.     0. 24037.     0.  5810.   158. 26611.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 44569.]"
rPc6DW4iMge_region22	5	2.0106232737446588	"[45976.  9532. 20157.     0.     0.     0.     0. 11770.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  9665.]"
rPc6DW4iMge_region23	6	1.9780458065634645	"[32107. 23826.     0.     0.  5487. 17313.  3344.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
    65.]"
rPc6DW4iMge_region12	8	1.9625010947598955	"[72658. 10625.     0.     0.   817.  7728.     0. 23993.     0.     0.
   433.     0.     0.     0.     0.     0.     0.     0.     0.   948.
 18800.]"
r47D5H71a5s_region4	6	2.1094585543045117	"[69129. 15302.     0.     0.     0.     0. 17899. 11695.     0.     0.
  4409.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 23189.]"
rPc6DW4iMge_region15	9	2.7173756264688746	"[55017. 17131.     0. 23407.  4283.     0.     0. 13772.  7424.     0.
  4630.     0.     0.  7651.     0.     0.     0.     0.     0.     0.
 19924.]"
rPc6DW4iMge_region20	6	2.0865676605238868	"[26171. 13486.     0.     0.     0.     0.     0. 24471.  1527.     0.
  2053.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  7340.]"
rPc6DW4iMge_region18	8	2.5446297781651834	"[31885.  9066.     0.     0.     0. 11132.  4503. 19182.  7274.     0.
  2176.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 39397.]"
rPc6DW4iMge_region6	9	2.209765519979301	"[57059.  7712.  5064.     0.     0.     0.     0. 19836.     0.     0.
  2094.     0.     0.     0.     0.     0.  3096.  4590.     0.  1117.
  8163.]"
rPc6DW4iMge_region5	10	2.4919209071077586	"[62041. 12892.  9490.     0.     0.     0.     0. 19629. 11316.     0.
  2868.     0.     0.     0.     0.     0.  3515.  1174.     0.  1192.
 12367.]"
rPc6DW4iMge_region25	2	0.9748653107966339	"[13359. 19469.     0.     0.     0.     0.     0.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
     0.]"
rPc6DW4iMge_region14	11	2.269123266992995	"[75958.  6568.  4012.     0.     0.     0.     0.  7404.     0.     0.
  1480.  2421.     0.     0.     0.  7577.  3284.  1594.  7090.     0.
 15515.]"
rPc6DW4iMge_region21	4	1.3501545699843698	"[38181.  3078.     0.     0.     0.     0.     0.  4741.  9900.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
     0.]"
rPc6DW4iMge_region19	10	2.8563644074850973	"[26111.  5404.     0.     0.  3497. 20979.  9830.  5649. 35812.     0.
  2739.     0.     0.     0.     0.     0.     0.     0.     0.  5593.
 29108.]"
s8pcmisQ38h_region11	4	1.1297999157592467	"[26268.  2919.     0.     0.     0.     0.     0.     0.     0.     0.
     0.     0.     0.     0.     0.     0.  1261.  3904.     0.     0.
     0.]"
s8pcmisQ38h_region12	5	1.3524178379510725	"[38673.  4470.  4387.     0.     0.     0.     0.  3329.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  1895.]"
rPc6DW4iMge_region8	5	1.749802530113473	"[28401. 13357.     0.     0.     0.     0.     0.  8661.     0.     0.
  3002.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  1058.]"
rPc6DW4iMge_region26	4	1.3982756421403955	"[61618. 12233.     0.     0.     0.     0.     0. 11376.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  5801.]"
rPc6DW4iMge_region3	10	2.7039702607177576	"[19790. 29972.  2737.     0.  2427. 39606.     0.  6328. 10406.     0.
   962.     0.     0.     0.     0.     0.     0.     0.     0.  7915.
 42359.]"
rPc6DW4iMge_region7	5	2.025117432435595	"[22677. 12809.     0.     0.     0.     0.     0. 35559.     0.     0.
  3337.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 12682.]"
rPc6DW4iMge_region4	8	2.6986487997762882	"[44144. 18589.     0.     0.  4837. 26869. 55985.     0. 14582.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.  9940.
 24902.]"
rPc6DW4iMge_region24	3	1.151100350783686	"[29105.  7291.     0.     0.     0.     0.     0.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  4663.]"
s8pcmisQ38h_region2	6	2.508825454297951	"[6593. 4482. 4379.    0.    0.    0.    0. 4619.    0.    0.    0.    0.
    0.    0.    0.    0. 1986.    0.    0.    0. 5764.]"
s8pcmisQ38h_region10	8	2.4217409960924385	"[55638. 20462.  6654. 12727.  3992.     0.     0.  5697.  7576.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 47528.]"
s8pcmisQ38h_region17	7	2.393057831983375	"[64712. 23016.  8866.     0. 12079.  3411. 34563.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 25364.]"
rPc6DW4iMge_region9	3	1.037808998369568	"[34456.     0.     0.     0.     0.     0.     0.     0.  4406.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  6710.]"
s8pcmisQ38h_region5	4	1.4064209396778233	"[22711.  4200.     0.     0.     0.     0.     0.  7822.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  1035.]"
s8pcmisQ38h_region13	4	1.3327710736946408	"[71322.  6699.     0.     0.     0.     0.     0. 12978.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 10409.]"
s8pcmisQ38h_region1	6	1.876711882909551	"[71142. 19003.  3836.     0.     0.     0.     0.  3096.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.  8757.
 56936.]"
s8pcmisQ38h_region16	4	1.2854942613081797	"[74154.  8165.     0.     0.     0.     0.     0.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.  5468.
 16812.]"
s8pcmisQ38h_region0	9	2.5451703251884745	"[53096. 28886.     0.     0. 31977.  2752.  1284.  5886.  3885.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0. 15042.
 50718.]"
s8pcmisQ38h_region4	5	1.9863645356654085	"[24877. 36862.     0.     0.     0. 14213.  7924.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 67651.]"
s8pcmisQ38h_region14	4	1.4400638393134146	"[40721.  5482.     0.     0.     0.     0.     0.  9502.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  5731.]"
s8pcmisQ38h_region15	4	1.4761167674857505	"[35081.  2555.     0.     0.     0.     0.     0. 12213.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  6871.]"
s8pcmisQ38h_region9	7	2.1808031697030916	"[81223. 21489. 12217. 10059.  2549.     0.     0. 29528.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  9756.]"
sKLMLpTHeUy_region1	9	2.639624020502273	"[59840. 34289.     0.     0.  7876. 21575. 18616.     0.  7303.     0.
   992.     0.     0.     0.     0.     0.     0.     0.     0.  4087.
 26680.]"
s8pcmisQ38h_region8	5	1.6556544705810174	"[78838. 13063.     0.  9506.  2973.     0.     0.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 30675.]"
s8pcmisQ38h_region3	9	2.7662495866005177	"[50414. 31926.  8795.     0. 18941.     0.  4959.  8545.     0.     0.
     0. 10248.     0.     0.     0.     0.     0.     0.     0.  6455.
 34512.]"
sKLMLpTHeUy_region11	7	2.1838941520026878	"[28957.  5268.  2862.     0.     0.     0.     0.  8318.     0.     0.
  1564.     0.     0.     0.     0.     0.     0.  2200.     0.     0.
 12764.]"
sKLMLpTHeUy_region0	6	2.1192086153792222	"[35228. 35614.     0.     0. 10922.     0.  4297.     0.  1638.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 20273.]"
sKLMLpTHeUy_region2	7	2.1799985176628236	"[29859.  6634.     0.     0.     0.     0.     0.  9044.     0.     0.
  1248.     0.     0.     0.     0.     0.  2546.  3910.     0.     0.
  6456.]"
sKLMLpTHeUy_region10	9	2.491108867398936	"[50911. 41923.     0. 10675.     0.     0.     0.  9631.  2782.     0.
  4404.     0.  3007.     0.     0.     0.     0.     0.     0.  4553.
 19136.]"
s8pcmisQ38h_region6	5	1.7334819513390476	"[32139. 14837.     0.     0. 11812.     0.  3903.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 79693.]"
sKLMLpTHeUy_region19	6	1.3749087406995288	"[54708. 11350.     0.     0.     0.     0.     0. 10116.     0.     0.
     0.     0.     0.     0.     0.     0.     0.  1415.     0.  1163.
   322.]"
s8pcmisQ38h_region7	7	2.0982294774671315	"[67815. 15025.     0.  9697.  3630.     0.     0.  5990.  4875.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 43110.]"
sKLMLpTHeUy_region12	8	2.416270753253861	"[28374.  6011.  3029.     0.     0.     0.     0. 11426.     0.     0.
   988.  3645.     0.     0.     0.     0.  4496.     0.  6353.     0.
     0.]"
sKLMLpTHeUy_region21	7	2.5128306279828148	"[32287. 34081. 36367.     0.  6844.     0. 17196.  2436.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 34038.]"
sKLMLpTHeUy_region14	8	2.1194698884601264	"[34831.  5300.  1462.     0.     0.     0.     0. 13145.     0.     0.
   877.     0.     0.     0.     0.     0.  1547.  1606.     0.     0.
 14752.]"
sKLMLpTHeUy_region24	5	1.4558152479420374	"[43977. 16367.     0.     0.  3696.  2638.     0.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.  1904.
     0.]"
sKLMLpTHeUy_region3	8	2.551560631061319	"[47737. 29521.     0.     0. 13025.     0.     0.  8374.     0.     0.
  3158.     0.     0. 16627.     0.     0.     0.     0.     0.  3237.
 15197.]"
sKLMLpTHeUy_region13	6	1.9885134906646673	"[76189. 26008.     0. 11399.     0.     0.  7641.  4515.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 19449.]"
sKLMLpTHeUy_region22	8	2.396770876585202	"[41281. 23803.     0.     0.   850. 17940.  5881.   227.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.  9160.
 30516.]"
sKLMLpTHeUy_region15	4	1.4796200985821095	"[52337. 14496.     0.     0.     0.     0.     0.  3233.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 14405.]"
sKLMLpTHeUy_region17	7	2.176594894717003	"[52181. 21946.  8136.     0.   808.     0.     0.  9916.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.  4041.     0.
 15889.]"
sKLMLpTHeUy_region16	5	1.9286652184222983	"[13529. 12505. 60026.     0.     0.     0.     0.  8186.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 23343.]"
sKLMLpTHeUy_region20	7	2.3363559438461974	"[35938. 30914.  4384.     0.  8529.     0.     0.  1952.  8488.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 29872.]"
sKLMLpTHeUy_region18	3	0.9421156156468993	"[77954.     0.     0.     0.     0.     0.     0.     0.  2952.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 23301.]"
sKLMLpTHeUy_region25	3	1.4101898806987372	"[6163. 9388.    0.    0.    0.    0. 2442.    0.    0.    0.    0.    0.
    0.    0.    0.    0.    0.    0.    0.    0.    0.]"
sKLMLpTHeUy_region8	8	2.473379002694755	"[50818. 21000.     0. 17278.  5467.     0.     0.  3830.  7390.     0.
  3057.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 22441.]"
sKLMLpTHeUy_region9	3	1.2387312621634632	"[56293. 18255.     0.     0. 10291.     0.     0.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
     0.]"
sKLMLpTHeUy_region23	7	2.369165036325914	"[42546. 33381.     0.     0. 23303.     0.  1074. 21506.     0.     0.
  1177.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 30525.]"
sKLMLpTHeUy_region6	6	2.032041079922781	"[32061.     0.     0.     0.     0.  5777.     0.  3027.  8045.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.  2271.
 20856.]"
sKLMLpTHeUy_region5	3	0.81968049350658	"[64692.  6336.     0.     0.     0.     0.     0.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  6689.]"
sKLMLpTHeUy_region26	4	1.8016300260432958	"[31264.  9865.     0.     0.     0.     0.     0. 18039.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  8361.]"
sKLMLpTHeUy_region7	7	2.43642685807602	"[63592. 21905.     0. 18247. 11515.     0.     0. 28326.     0.     0.
  2836.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 20681.]"
sT4fr6TAbpF_region17	5	1.8255835162246299	"[ 5607. 20640.     0.     0.  1589.     0.     0.  6153.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  3523.]"
sT4fr6TAbpF_region12	7	2.2554408722936925	"[71666. 17412.     0.     0.  1169.     0. 23654. 23353.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.  5743.     0.
 18276.]"
sKLMLpTHeUy_region4	7	2.3660592192696592	"[28054. 10482.     0.     0.     0.     0.     0. 10433.     0.     0.
   737.     0.     0.     0.     0.     0.  3538.  6317.     0.     0.
 15930.]"
sT4fr6TAbpF_region15	4	1.917825328258027	"[32275. 27704.     0.     0.     0.     0.     0. 39187.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 14188.]"
sT4fr6TAbpF_region16	5	1.4871940896664233	"[78847. 13264.     0.     0.  3277.     0.     0.  7152.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 13254.]"
sT4fr6TAbpF_region5	6	1.924410632955552	"[36525.  8864.     0.     0.     0.     0.     0.  2525.  4404.     0.
     0.     0.     0.     0.     0.     0.  3962.     0.     0.     0.
  7797.]"
sT4fr6TAbpF_region0	6	1.9294327062330052	"[38370.  6452.     0.     0.     0.     0.     0.  9707.  4145.     0.
     0.     0.     0.     0.     0.     0.  3625.     0.     0.     0.
  4526.]"
sT4fr6TAbpF_region11	8	2.652478421403874	"[25728. 27482.  3933.     0. 23022.     0.  3636. 10630.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.  3850.
 19120.]"
sT4fr6TAbpF_region19	5	2.0885351520250532	"[31150. 15178.     0.     0.     0.     0.     0. 31686.  5175.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 12603.]"
sT4fr6TAbpF_region1	6	2.1982251853215233	"[66172. 17703.     0. 19946.     0.     0.     0. 15999.     0.     0.
  4004.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 27767.]"
sT4fr6TAbpF_region10	10	2.69908469397276	"[65263. 21104.  4371. 12945. 10793.     0.  2390.     0. 21730.     0.
  5192.     0.     0.     0.     0.     0.     0.     0.     0.  3591.
 22367.]"
sT4fr6TAbpF_region18	4	1.7816183691520995	"[52252. 19223. 18244.     0.     0.     0.     0.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 14153.]"
uNb9QFRL6hY_region0	10	2.554719067802467	"[49272. 15726.     0. 14335.  4976.     0.  5329.  3884. 12517.     0.
     0.     0.     0.   100.     0.     0.     0.     0.     0.    85.
 26662.]"
sT4fr6TAbpF_region8	10	2.5816603017509783	"[67275. 21180.     0. 18646.  5667.     0.     0. 21837.     0.     0.
  2215.     0.  9490.  1862.     0.     0.     0.     0.     0.   315.
 24046.]"
sT4fr6TAbpF_region14	4	1.7640758524370599	"[63066. 17886.     0.     0.     0.     0.     0. 24995.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 17403.]"
sT4fr6TAbpF_region2	4	1.5243081867567814	"[75091. 13293.     0.     0.     0.     0. 14552.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 15312.]"
sT4fr6TAbpF_region7	8	2.579749389833956	"[48171. 18873. 17627.     0.     0.     0.     0.  3823.  7437.     0.
     0. 12342.     0.     0.  3858.     0.     0.     0.     0.     0.
 18686.]"
uNb9QFRL6hY_region1	8	2.7155429434065206	"[23295. 20362. 12769.     0. 18702.     0.  4067. 23162.     0.     0.
   742.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 13539.]"
sT4fr6TAbpF_region4	9	2.8001601169672274	"[45648. 13767.  9493.     0.  3031.     0.     0. 12347. 15883.     0.
     0.     0.     0.     0.     0.     0.     0.  4766. 11211.     0.
 17490.]"
sT4fr6TAbpF_region9	7	2.211321610897086	"[68861. 27738.  4903.     0.  6973. 26057.  6895.     0.  8526.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
     0.]"
sT4fr6TAbpF_region13	10	2.48590341539687	"[78639. 20146. 19754.     0.  1216.     0.  4023. 25072.     0.     0.
     0.     0.     0.     0.     0.     0.     0.  5181.  5853.   194.
 29823.]"
sT4fr6TAbpF_region3	8	2.3550497552135	"[46292. 11794.  3708.     0.     0.     0.     0. 18400.     0.     0.
     0.     0.     0.     0.     0.     0.  4824.  1955.     0.  3583.
 14051.]"
uNb9QFRL6hY_region16	5	1.9062391775795513	"[48580.  6999. 13383.     0.     0.     0.     0. 39564.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  7047.]"
uNb9QFRL6hY_region17	4	1.1279539835861718	"[64826.  9372.     0.     0.     0.     0.     0. 12113.     0.     0.
   906.     0.     0.     0.     0.     0.     0.     0.     0.     0.
     0.]"
uNb9QFRL6hY_region13	11	2.7781856318802642	"[53230. 31596.  5846.     0.  7392.     0. 16148.  5671. 21076.     0.
   738.  2587.     0.     0.     0.     0.     0.  1263.     0.     0.
 28648.]"
uNb9QFRL6hY_region14	7	2.201146135982508	"[54185. 19404.     0. 14696.     0.     0.     0.  7881.  2688.     0.
  2356.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 14288.]"
uNb9QFRL6hY_region11	7	2.439394294740072	"[61801. 36970.     0.     0. 27472.     0.  6269. 22600.     0.     0.
  3150.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 26112.]"
sT4fr6TAbpF_region6	9	2.586117338519479	"[54517. 20510.     0. 15159.  3207.     0.     0.  9424.  6383.     0.
  2321.     0.     0.     0.     0.     0.     0.     0.     0.  5848.
 26338.]"
uNb9QFRL6hY_region23	1	-0.0	"[21824.     0.     0.     0.     0.     0.     0.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
     0.]"
uNb9QFRL6hY_region25	2	0.9617291128409524	"[26472.     0.     0.     0.     0.     0.     0.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 16596.]"
uNb9QFRL6hY_region15	9	2.096181317886431	"[54821. 11782.  9762.     0.     0.     0.     0.  2835.  5572.     0.
   172.     0.     0.     0.     0.     0.  3454.   566.     0.     0.
  8979.]"
uNb9QFRL6hY_region12	10	3.0241607661756977	"[30424. 22489.  3374.     0. 23329.     0. 16633. 10961. 22351.     0.
  2753.  9069.     0.     0.     0.     0.     0.     0.     0.     0.
 37881.]"
uNb9QFRL6hY_region2	8	2.3210379604003033	"[46263. 12196. 13200.     0.     0.     0.  3392.     0.  9026.     0.
     0.     0.     0.     0.     0.     0.  2957.   858.     0.     0.
 11331.]"
uNb9QFRL6hY_region18	8	2.239926885685988	"[83906. 28601.  4934.     0.     0.     0.     0. 12320.  6378.     0.
  3163.     0.     0.     0.     0.     0.     0.     0.     0. 10507.
 17265.]"
uNb9QFRL6hY_region31	5	1.9714070978580382	"[78604. 25015.     0.     0.     0.     0.     0. 13296. 12663.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 32912.]"
uNb9QFRL6hY_region19	7	1.7550295809861858	"[67651. 13603.  6722.     0.     0.     0.     0.     0.  5051.     0.
     0.     0.     0.     0.     0.     0.  2504.   815.     0.     0.
  9865.]"
uNb9QFRL6hY_region24	7	2.3760955369667798	"[57595. 29387.     0. 11684. 14359.     0.     0.     0.  5558.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.  6544.
 47269.]"
uNb9QFRL6hY_region26	4	1.4173839311014746	"[96112. 23793.     0.     0.     0.     0.     0. 40943.     0.     0.
  1499.     0.     0.     0.     0.     0.     0.     0.     0.     0.
     0.]"
uNb9QFRL6hY_region27	10	2.426059554399845	"[77636. 18509.     0.     0. 10644. 12732. 10057. 27627.  2522.     0.
  7327.     0.     0.   525.     0.     0.     0.     0.     0.  1016.
     0.]"
uNb9QFRL6hY_region28	8	2.589830370546763	"[44703. 27832.     0.     0.     0. 11146.  6836. 20363.     0.     0.
  2792.     0.     0.     0.     0.     0.     0.     0.     0. 11548.
 50185.]"
uNb9QFRL6hY_region20	5	1.4978040738653529	"[85700. 13229.  1410.     0.     0.     0.     0. 16089.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 12280.]"
uNb9QFRL6hY_region32	5	1.7949761643332232	"[53820. 20788.  9283.     0.     0.     0.     0.     0.  3524.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 10881.]"
uNb9QFRL6hY_region21	9	2.55707869679847	"[53219. 20819.     0. 35591.     0.  7744.  1438.  7775.  4698.     0.
  3347.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 36166.]"
uNb9QFRL6hY_region36	4	1.1455357246064635	"[133343.      0.  12141.      0.      0.      0.      0.   6872.      0.
      0.      0.      0.      0.      0.      0.      0.      0.      0.
      0.      0.  24080.]"
uNb9QFRL6hY_region3	5	1.842183365697106	"[62805.  6708.     0.     0.     0.     0.     0. 35319.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0. 11607.
  9742.]"
uNb9QFRL6hY_region30	4	1.6081793182908968	"[31708. 32169.   267.     0.     0.     0.     0.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 30991.]"
uNb9QFRL6hY_region22	5	1.3798790887541477	"[68133. 12302.     0.     0.     0.     0.     0.  5944.     0.     0.
  5132.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  3527.]"
uNb9QFRL6hY_region38	1	-0.0	"[   0.    0.    0.    0.    0.    0.    0. 9362.    0.    0.    0.    0.
    0.    0.    0.    0.    0.    0.    0.    0.    0.]"
uNb9QFRL6hY_region35	3	0.8891019527917746	"[63902.  8727.     0.     0.     0.     0.     0.  6301.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
     0.]"
uNb9QFRL6hY_region34	6	2.036494076705723	"[47115.  8372.     0.     0.     0.     0.     0.  4830.  8514.     0.
     0.     0.     0.     0.     0.     0. 10255.     0.     0.     0.
  7578.]"
uNb9QFRL6hY_region33	13	2.6739313562985716	"[66488. 21156.     0.     0.  2221.     0.   747. 10890. 17210.     0.
  1229.  2700.     0.     0.     0.     0.  2049.   583.  6611.  6204.
 27105.]"
uNb9QFRL6hY_region44	4	1.8145591128694796	"[46913. 10200.     0.     0.     0.     0.     0. 26525.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 21289.]"
uNb9QFRL6hY_region29	6	1.7104095973758766	"[90752. 21537.     0.     0.     0.     0.  2347. 15886.     0.     0.
  1471.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 18040.]"
uNb9QFRL6hY_region37	5	1.4852057096312512	"[131332.  17101.  15882.      0.      0.      0.      0.   7194.      0.
      0.      0.      0.      0.      0.      0.      0.      0.      0.
      0.      0.  18394.]"
uNb9QFRL6hY_region43	6	1.926887841500667	"[51742.  8476.  4979.     0.     0.     0.     0.  6731.     0.     0.
     0.     0.     0.     0.     0.     0.     0.  6357.     0.     0.
 10315.]"
uNb9QFRL6hY_region51	1	-0.0	"[9017.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
    0.    0.    0.    0.    0.    0.    0.    0.    0.]"
uNb9QFRL6hY_region42	5	0.9269707236282856	"[67638.  5852.     0.     0.     0.     0.     0.  3283.     0.     0.
  3270.     0.     0.     0.     0.     0.     0.     0.     0.     0.
   754.]"
uNb9QFRL6hY_region41	4	1.6885506580433334	"[42706. 22262.     0.     0.  3123.     0.     0.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 32302.]"
uNb9QFRL6hY_region4	5	1.302390529445384	"[46095.  3825.     0.     0.     0.     0.     0.  4504.     0.     0.
     0.     0.     0.     0.     0.     0.  3061.     0.     0.     0.
  3847.]"
uNb9QFRL6hY_region50	1	-0.0	"[13369.     0.     0.     0.     0.     0.     0.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
     0.]"
uNb9QFRL6hY_region5	8	2.4744592513008596	"[28577.  6210.  6545.     0.     0.     0.     0. 12654.     0.     0.
  1413.  5694.     0.     0.     0.     0.     0.   972.     0.     0.
 11449.]"
uNb9QFRL6hY_region40	7	2.481637445138347	"[47198. 20674.     0.     0. 17196.     0.  5511.     0. 21400.     0.
  5319.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 40562.]"
uNb9QFRL6hY_region45	6	2.3273886361721434	"[21372.  8155. 18897.     0.     0.     0.     0. 15706.     0.     0.
     0.     0.     0.     0.     0.     0.     0.  1703.     0.     0.
  8675.]"
uNb9QFRL6hY_region48	3	0.6508778056733356	"[130064.  18632.      0.      0.      0.      0.   2328.      0.      0.
      0.      0.      0.      0.      0.      0.      0.      0.      0.
      0.      0.      0.]"
uNb9QFRL6hY_region52	1	-0.0	"[17473.     0.     0.     0.     0.     0.     0.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
     0.]"
uNb9QFRL6hY_region53	2	0.6091904778322303	"[46851.  8251.     0.     0.     0.     0.     0.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
     0.]"
